id,Faith,Same Kill,Same Marry,year,Affinity Decay,Same Leave Alone,Other Kill,Hate Growth,Peace Loving,Other Convert,Fight Ability,Other Marry,Other Leave Alone,
0,0.960910016625,0.0191954488312,0.321361903487,1550.0,0.762077762656,0.781841660467,0.612391191464,0.429843681476,0.874474185974,0.410485531614,0.602412831852,0.738478723469,0.711993520643,
1,0.744638434488,0.0262200688066,0.82268357926,200.0,0.677158971957,0.0934451837893,0.540810513483,0.140251430401,0.595021515324,0.760452029663,0.914104029831,0.994419828092,0.0783160913079,
2,0.9864820974,0.0648323489996,0.541732396462,400.0,0.661741572658,0.184573149412,0.690343852842,0.101122518287,0.189430672242,0.69153296215,0.52448558318,0.915249382634,0.280697584105,
3,0.390576965987,0.163121501367,0.814725113176,950.0,0.462439213168,0.188163103915,0.864921732629,0.948968401449,0.630324486752,0.0770484863938,0.858414090425,0.43980292787,0.378317030537,
4,0.92602482773,0.0855522517925,0.42315251516,1450.0,0.698526115943,0.109252557219,0.404879560085,0.896038343602,0.698081804009,0.0264175728743,0.496624629797,0.943708874942,0.0389583809745,
5,0.699982165139,0.0651310543185,0.563540305455,2200.0,0.658093777153,0.196553173546,0.47182137225,0.29179174467,0.925895433749,0.43163344919,0.952322682397,0.560978354917,0.246200183327,
6,0.712750439993,0.120729955629,0.680829830787,100.0,0.781772226517,0.266522596423,0.382490878487,0.875186905703,0.828337507677,0.920113416306,0.885420051544,0.935397059328,0.510440226307,
7,0.884133576019,0.191324390267,0.853509168561,2850.0,0.440129385709,0.202704625743,0.630478588999,0.688681672701,0.618187023847,0.168466119051,0.900192463059,0.883299841772,0.338433620106,
8,0.75434645815,0.0102731098308,0.750806660373,600.0,0.213897320783,0.204400094593,0.15008276655,0.0530471236318,0.86565427285,0.597695690463,0.424539291502,0.766003484504,0.16545082838,
9,0.654357730969,0.0824963117917,0.712540884657,2150.0,0.584382214506,0.404495926275,0.73118550138,0.0803567161946,0.632295652488,0.610098658332,0.86500034694,0.292322820729,0.696020123425,
10,0.613798308592,0.305252759394,0.680169204436,3650.0,0.159869596293,0.304503245419,0.185165996252,0.0283562561744,0.341756335088,0.558707035372,0.744434004176,0.358337649829,0.921945250747,
11,0.438331018266,0.197506078487,0.964142389564,100.0,0.897911846741,0.57571899732,0.861020072532,0.809463197174,0.448678552207,0.582013946327,0.417864678544,0.417212187964,0.494148987009,
12,0.957053208864,0.230249698697,0.974747680357,1100.0,0.873683099608,0.558319569331,0.0743336473613,0.625877105235,0.0649993048959,0.717404467398,0.500144728132,0.145552339801,0.17406760305,
13,0.0259317178458,0.159011718105,0.870888887112,5850.0,0.274501480102,0.410477493339,0.934181610799,0.0665947585795,0.274714899737,0.735618420952,0.784262659419,0.510192685315,0.585979734657,
14,0.797116507312,0.275748663923,0.673692724865,1450.0,0.724840005066,0.0423388409574,0.131718515132,0.566338382159,0.209977435517,0.738292753539,0.923825078854,0.181237242782,0.261161271559,
15,0.71211432499,0.109921237137,0.834441893762,3000.0,0.550826097478,0.342978819238,0.322686621382,0.643369754998,0.313488932277,0.780862347366,0.940964357097,0.584625762951,0.0219012333864,
16,0.78190752138,0.384380769124,0.915967384427,2600.0,0.0868475341541,0.139604512953,0.642221982508,0.60974674243,0.708144549652,0.333203516257,0.798999818211,0.478279685793,0.455895439062,
17,0.381188013546,0.341029928668,0.897754029958,100.0,0.853178866978,0.276852353372,0.844942070946,0.473829316843,0.926478924901,0.904479674057,0.421828682173,0.151421875791,0.761440252695,
18,0.990734159508,0.0702482282839,0.710277133229,850.0,0.89161318662,0.402191074282,0.160476265018,0.761339234434,0.273428979614,0.566956564747,0.0851808062416,0.58094149359,0.449276678713,
19,0.868293027401,0.00180325474548,0.521250397742,750.0,0.228906882937,0.347007466933,0.376749899324,0.708646449008,0.258514248525,0.625819744672,0.876252094018,0.538748825818,0.96315145056,
20,0.960052649914,0.344922452838,0.818244670219,1000.0,0.582563758004,0.517273641646,0.114404667498,0.00632948026709,0.549406218582,0.0462566182671,0.830425282503,0.860750548276,0.332429538547,
21,0.966999818333,0.102162265548,0.657990813503,650.0,0.34027826091,0.996363549689,0.45114264947,0.426707972778,0.805005129278,0.924197004796,0.833576927796,0.773102817157,0.40563395312,
22,0.302766931575,0.191358466054,0.870867320785,1000.0,0.669567867945,0.0427128830272,0.0393964217591,0.815196072217,0.949415595506,0.343076771816,0.797468586207,0.881328657926,0.788136116138,
23,0.979172808363,0.0458292041257,0.65953114515,500.0,0.938113000631,0.41208169459,0.0839336612682,0.186989929669,0.947130699494,0.675184810995,0.708468663072,0.588963404613,0.821856262139,
24,0.39825216197,0.259189720288,0.751096876403,3250.0,0.228362291306,0.687450357853,0.252630913106,0.0778894126266,0.771513133588,0.133918315393,0.874397629339,0.902999590653,0.339261999311,
25,0.642563526023,0.233637079578,0.960977272671,1250.0,0.786563408971,0.557965888881,0.375346357435,0.783802234622,0.505586570476,0.513428342553,0.84078011994,0.756361650384,0.867591050803,
26,0.932713855696,0.450107236732,0.86000398433,900.0,0.600105886061,0.649190625649,0.570342121755,0.380743259408,0.22021896742,0.936876957912,0.918178003437,0.0944873552392,0.789213879339,
27,0.974520674039,0.193252224375,0.577828258758,1300.0,0.764096104569,0.290542830727,0.030116943724,0.858267365984,0.960068936379,0.0852791232622,0.233797476447,0.576301584168,0.897056718456,
28,0.667681394097,0.0707410975122,0.598045386773,1900.0,0.210991290743,0.449090749016,0.679192915886,0.941343233941,0.672765282844,0.361295314645,0.91338087727,0.0191295450185,0.019854483434,
29,0.77054672846,0.0170803295101,0.930653077204,200.0,0.588799131181,0.0802455259729,0.0193062592652,0.998343763485,0.59961251082,0.614166888874,0.260392761053,0.83586180775,0.12376893118,
30,0.921411352891,0.2379457557,0.84499448405,6400.0,0.69954437796,0.42328439224,0.582854344201,0.715792689296,0.59747435098,0.630136573694,0.691355980497,0.85352741411,0.369829573189,
31,0.999112781876,0.0308544608925,0.654573319602,1300.0,0.618988530857,0.60513025251,0.150801278318,0.666908301772,0.0497265141702,0.618481587995,0.99533089846,0.199555692198,0.475342921425,
32,0.97443827079,0.228777441513,0.871368687787,300.0,0.566141755675,0.403612114843,0.560234439759,0.532110768454,0.72635940323,0.240866515819,0.930842815086,0.939195099335,0.813450490655,
33,0.370198990504,0.263116719543,0.754235011052,100.0,0.607898223842,0.714413109649,0.870125441124,0.295671812716,0.0931704582174,0.190833537004,0.472060862387,0.397240955607,0.14409371124,
34,0.909182903194,0.241030089528,0.901652503961,1750.0,0.942202253186,0.830051514183,0.680581522795,0.18520437624,0.901379338372,0.341487743523,0.57673729239,0.436724159437,0.929785783907,
35,0.166639059427,0.178384279924,0.993550683383,750.0,0.567837759661,0.10220355288,0.70098527637,0.856750550826,0.115823741875,0.68414169435,0.730123298976,0.771504479912,0.7978011605,
36,0.675226536251,0.00252069481735,0.428100394129,3650.0,0.888787279612,0.312750200859,0.608482462767,0.556415041231,0.109159566046,0.80000548456,0.992679727773,0.127181859991,0.517549902936,
37,0.776586196665,0.14776337811,0.785068015494,150.0,0.774164641261,0.0994857246058,0.941893133538,0.368891370604,0.284107309095,0.0228727338689,0.682099755382,0.205406875303,0.628851609828,
38,0.964081162569,0.165418184922,0.845173804328,1800.0,0.625369960092,0.145599857784,0.927442469169,0.722164771242,0.371648496807,0.957712372478,0.0424778517196,0.591870039848,0.253413049536,
39,0.384576014153,0.224965500833,0.81320116705,6650.0,0.693338445589,0.253490313651,0.459638398771,0.220466454637,0.334335226823,0.305108471493,0.583130320682,0.450610527908,0.473498779115,
40,0.987190406509,0.0149503270207,0.432178231455,650.0,0.487755846667,0.636401344059,0.550814279051,0.578376182874,0.71684138107,0.864706237007,0.913485049915,0.762782759308,0.310377676026,
41,0.932270544665,0.134740082658,0.910351295873,3400.0,0.731407968576,0.262896099806,0.373479203502,0.590265828897,0.561966709203,0.772166618654,0.594070872327,0.521558742167,0.514890813477,
42,0.90772235997,0.153477846917,0.945345507379,650.0,0.270207971472,0.33219847962,0.612006416247,0.749108104905,0.476355656491,0.153293253468,0.912007731328,0.599311338098,0.058811720755,
43,0.94496144526,0.229381148305,0.956651566003,550.0,0.338515844682,0.762639102865,0.139611490317,0.561981284447,0.419464070017,0.546764780904,0.78236808981,0.67151585073,0.0275867934807,
44,0.88305579198,0.176477851001,0.658516098742,7450.0,0.416683679159,0.312919369855,0.483639066491,0.338539788355,0.759918992363,0.708613983915,0.712323289528,0.509812182367,0.665844984779,
45,0.884185411461,0.4695096912,0.933334957665,1050.0,0.253078367811,0.554478555767,0.456492789004,0.0761229579449,0.481305287025,0.863847904529,0.961449965693,0.966501098658,0.573829230126,
46,0.345666167298,0.308031424241,0.76015715527,2650.0,0.789110134307,0.159905862075,0.848639597441,0.8916796897,0.751599151259,0.999150151374,0.911969603472,0.680806435345,0.533283920769,
47,0.143204943303,0.127945000047,0.714110827957,3550.0,0.841526243474,0.324187250471,0.243433080443,0.83414512607,0.92377278523,0.0852973330243,0.738934141621,0.77451743616,0.400756824127,
48,0.908648433694,0.0840208508502,0.847081359422,750.0,0.6485653009,0.232534208574,0.0053224405193,0.980288219825,0.733425615458,0.966071762814,0.750434494451,0.274337018798,0.280115831331,
49,0.920566205995,0.0935421592046,0.659122381629,2150.0,0.589181740782,0.246404354497,0.903253677214,0.512149258913,0.229858289947,0.113662967906,0.839875017404,0.33342913982,0.728178117856,
50,0.872269881896,0.554933129549,0.914195153288,150.0,0.240873613701,0.477572092528,0.391239552971,0.743613401465,0.477018167935,0.451645505584,0.555695746952,0.854849204612,0.0870626723213,
51,0.989945110847,0.36922956795,0.985125145284,5950.0,0.284164169284,0.250550734456,0.14350228267,0.779154323281,0.00866364180976,0.929033606272,0.898526732674,0.57185059055,0.124777792389,
52,0.971783232444,0.0163575505994,0.826190077752,650.0,0.480398198962,0.88808656848,0.0773229457294,0.758008128234,0.267244108089,0.827812427796,0.950464136959,0.981415977489,0.126534234072,
53,0.784179928619,0.133589501723,0.795368533751,2550.0,0.725703376056,0.280815579405,0.317922727488,0.308330370828,0.365738311564,0.453710725148,0.815345556042,0.934587205132,0.301206694055,
54,0.435079330665,0.190537454744,0.563059838477,500.0,0.714649989631,0.102965976784,0.580211067006,0.5989802265,0.903473353644,0.31644161913,0.94075271446,0.105574506497,0.0386947297062,
55,0.936116836891,0.027391968818,0.542911930101,650.0,0.45364125593,0.476046440778,0.387568710735,0.555926952644,0.912882387894,0.352627908156,0.942277886714,0.914932257501,0.678852593985,
56,0.780950487898,0.298286496069,0.861693247248,3200.0,0.980504925079,0.785784353538,0.912014557255,0.756688884111,0.917545290785,0.0480404830164,0.727869905939,0.539704991889,0.541386066164,
57,0.692955560544,0.270122828041,0.908044409302,1550.0,0.257879113327,0.061003521706,0.413911680777,0.929428396617,0.40262994332,0.429521137379,0.830163055405,0.162365403455,0.232208334094,
58,0.294431605923,0.0449088304379,0.402238125616,7250.0,0.717163893837,0.197268290852,0.00261016088473,0.740842470081,0.994280001122,0.601351320371,0.626086905132,0.0888607557079,0.802688395885,
59,0.999690534822,0.00398842926182,0.910782397163,600.0,0.142939487444,0.79683230474,0.244368673686,0.693593100732,0.718323005708,0.924524482616,0.668211327378,0.935973920707,0.570196603276,
60,0.960235756061,0.076703524477,0.757568546759,850.0,0.232050893175,0.332771442774,0.449612744438,0.0954044554415,0.935301085134,0.318632366065,0.180261626411,0.829748147275,0.780308508859,
61,0.717916905865,0.261140884905,0.9959787294,1200.0,0.18612659451,0.141589478084,0.178930853071,0.382217829413,0.625343454625,0.777958922279,0.953526898016,0.972431834114,0.496226491528,
62,0.44780345718,0.407990157019,0.89432584974,800.0,0.456464491249,0.955004406286,0.952852374711,0.573518607583,0.21905158429,0.89022759295,0.976622164808,0.902318063724,0.111360899267,
63,0.681955140783,0.270838157145,0.853005284734,2450.0,0.57636075591,0.305619691682,0.15885563126,0.296802054741,0.38280132999,0.77321262511,0.803583379407,0.378198181457,0.707836341012,
64,0.717622721437,0.213063432279,0.81451576554,1300.0,0.175501379717,0.336011190197,0.790144715601,0.212698228546,0.442634099706,0.935803319651,0.868981194207,0.964228033426,0.835018332076,
65,0.999478851708,0.140139726309,0.488051106804,4200.0,0.0658372033669,0.023462607607,0.919639238699,0.0185311086983,0.425982209471,0.49381590299,0.225391738097,0.794671815467,0.950223394177,
66,0.899206018522,0.200880922453,0.969861334336,1150.0,0.108258875511,0.615041952597,0.0479359472447,0.107030983353,0.761091055996,0.538347762084,0.639964350556,0.879493099701,0.808371856606,
67,0.971116212483,0.019212017422,0.820722288687,1100.0,0.0113436903942,0.199034023775,0.479227677572,0.186929212669,0.23036330211,0.272309134417,0.942804065832,0.377036872402,0.0585866612864,
68,0.442422210135,0.354802403877,0.767249154229,150.0,0.0769146217192,0.338688711218,0.518823790137,0.261892460927,0.257126871167,0.264306557796,0.236886954039,0.395694075443,0.148156710993,
69,0.602796322013,0.290436645537,0.856238220859,3700.0,0.684643599259,0.142583920565,0.467906734489,0.505707304243,0.50738860016,0.387293818198,0.760134184474,0.214233558165,0.588696031542,
70,0.514646667656,0.0290450832274,0.551497515503,800.0,0.0967072636313,0.342118002786,0.46764854416,0.834371439785,0.449471410814,0.146126834762,0.691458759172,0.631328226324,0.763345680583,
71,0.899238439802,0.245589025945,0.799133930075,9700.0,0.760803798233,0.599533787619,0.155812828363,0.576289070991,0.520513014903,0.524175377364,0.699303380515,0.50154259713,0.307317857431,
72,0.492161935882,0.0842415403993,0.544716761855,200.0,0.706022796078,0.0592409924794,0.558136302753,0.728984544467,0.285283046601,0.998798345741,0.57153700899,0.784991234399,0.615390529265,
73,0.277977916707,0.104232951876,0.685093244268,4800.0,0.138208514597,0.365903932897,0.153807140342,0.42754453193,0.514299724734,0.312242533494,0.710176816941,0.00417599232768,0.0793750209191,
74,0.183006591367,0.265545995951,0.697054482626,150.0,0.841050066665,0.4217012814,0.646670177408,0.219461320911,0.0434812966341,0.248821412124,0.842537847133,0.475574818971,0.739864278233,
75,0.995000959738,3.40299477198e-05,0.600586482445,700.0,0.305908398275,0.644967410162,0.438208759008,0.772741135084,0.140983464441,0.844633733392,0.365981743954,0.0930875065495,0.327745401916,
76,0.983623250382,0.0558920033873,0.272373159418,7250.0,0.845464826471,0.881493313301,0.340573372767,0.584616513354,0.171605845961,0.0542780149948,0.319405771544,0.248611585334,0.812709000584,
77,0.918676503494,0.39118146439,0.858813983528,200.0,0.0885940910885,0.551369078592,0.0113533079943,0.876645783047,0.776111576864,0.350209917856,0.655545484275,0.138609686874,0.550915157006,
78,0.443943828071,0.133118262881,0.8523484118,2800.0,0.663681804472,0.884229680306,0.491754375627,0.995681729988,0.819028561387,0.628679329462,0.988919574097,0.744959950024,0.929879263916,
79,0.832309274485,0.0241566427363,0.587696970285,4050.0,0.902572772915,0.0877991700757,0.316393231077,0.363017117846,0.27135849872,0.219315316029,0.607650115048,0.139109284726,0.762269977894,
80,0.83291334291,0.554388215191,0.849740763682,250.0,0.266946579013,0.0930826301584,0.5834978636,0.149669148406,0.807832046751,0.783562048951,0.715879899253,0.143355964981,0.718282330172,
81,0.767032589717,0.261524617104,0.813362319821,700.0,0.984375942816,0.188267287164,0.976878522725,0.83576674892,0.801730234079,0.807543697592,0.740789652791,0.845565544188,0.218597821666,
82,0.966431067165,0.0350587339327,0.948401138383,250.0,0.634183008548,0.195124553313,0.579196756746,0.247781876944,0.977180440944,0.0660607554701,0.782871064873,0.826467488131,0.116846213158,
83,0.985440960951,0.122290152823,0.916230173932,100.0,0.0321292026936,0.262583928796,0.231177832813,0.160018940271,0.794810289853,0.38555867236,0.784307297488,0.913193655408,0.21368620047,
84,0.995760584002,0.20980907949,0.728273255254,800.0,0.0870848633679,0.964572788333,0.853829664224,0.115142879848,0.461320120993,0.788770992831,0.413756898334,0.611907854813,0.91562593028,
85,0.784361220318,0.171134111425,0.722582035265,3300.0,0.545304732041,0.184375432422,0.0945302374114,0.0840114797783,0.518305764706,0.488607450038,0.87140104827,0.826767757402,0.527410971195,
86,0.517439576108,0.0684369554477,0.798603378527,3750.0,0.581255684313,0.434029677287,0.156060381326,0.587492654046,0.432793021428,0.297321506773,0.765352672956,0.599113180522,0.678091794731,
87,0.783679782838,0.0951297156955,0.91375045938,2400.0,0.892387257457,0.525465462265,0.274470775473,0.495097877273,0.571225804899,0.882469932876,0.976539887691,0.705241146449,0.0140246810652,
88,0.392271237071,0.131450826379,0.868416813957,1700.0,0.730936377773,0.220352038096,0.224998907784,0.00860649113268,0.744684259884,0.0442875009123,0.983748344383,0.758423081142,0.0495313272274,
89,0.986423618243,0.122717963113,0.894527642442,1050.0,0.605705342387,0.270076561062,0.0635599078501,0.6120054475,0.396853201259,0.825755571246,0.135100034665,0.312891681892,0.997449544446,
90,0.940262435489,0.0852182414266,0.735929550791,1850.0,0.255940799563,0.187942142443,0.672806667936,0.88672245762,0.674200122558,0.97919931707,0.976696975801,0.415405135866,0.273228105646,
91,0.996402209598,0.0396132969618,0.695652634376,1000.0,0.465190830203,0.224345231397,0.491763586056,0.131634953198,0.756350993274,0.827849390541,0.508286282812,0.971077072706,0.511458945606,
92,0.976587189738,0.0643382365656,0.901047363872,400.0,0.563709589264,0.261332275682,0.120648504423,0.481526064775,0.589575707025,0.845177088566,0.654107266378,0.269186840822,0.714770760792,
93,0.918549739828,0.451240306574,0.953620037843,100.0,0.917188848872,0.287959401572,0.278313660423,0.0896422970966,0.853577864275,0.396895917759,0.330528911924,0.889857508176,0.515146031073,
94,0.84572319609,0.0086414392748,0.750432159377,950.0,0.839838310939,0.0876613419447,0.519637014525,0.2280131685,0.0597148386194,0.264069806039,0.747680528714,0.688658717272,0.141171561989,
95,0.988780087271,0.141035448098,0.634176408208,1100.0,0.783953983101,0.0453574947821,0.818181934785,0.754655875632,0.99943096215,0.589593983627,0.89994624556,0.370318590761,0.77906869745,
